xvariable,xvalue,xlabel_en,xlabel_ne,yvariable,yvalue,ylabel_en,ylabel_ne,total,percoftotal,variablegroup,index
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_fin_effect_asset_lqdty,5,None of the above,माथिको कुनै होईन,11,0.09821428571428571,preparedness,668
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_fin_effect_asset_lqdty,1,We sold some of our assets,"हामीले हाम्रा सम्पत्तिहरू (सवारी साधनहरू, उपकरणहरू, भवनहरू, जमिन) बेच्यौं।",20,0.17857142857142858,preparedness,669
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_fin_effect_asset_lqdty,2,We could not find buyers when we wanted to sell our assets,हामी हाम्रो सम्पत्ति बेच्न चाहेको बेला हामीले खरीददारहरू फेला पार्न सकेनौं,18,0.16071428571428573,preparedness,670
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_fin_effect_asset_lqdty,3,We rented out some of our assets,हामीले हाम्रा सम्पत्तिहरू भाडामा दियौँ,6,0.05357142857142857,preparedness,671
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_fin_effect_asset_lqdty,4,Other,अन्य,1,0.008928571428571428,preparedness,672
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_fin_effect_asset_lqdty,5,None of the above,माथिको कुनै होईन,18,0.16071428571428573,preparedness,673
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_fin_effct_eqty_ownrshp,4,We tried to sell some of our equity but could not find buyers,हामीले हाम्रो ईक्विटी केहि बेच्ने कोशिश गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,4,0.03571428571428571,preparedness,674
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_fin_effct_eqty_ownrshp,2,We tried to sell our entire business but could not find buyers,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्न कोसिस गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,8,0.07142857142857142,preparedness,675
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_fin_effct_eqty_ownrshp,3,We sold some equity (ownership) of our business,हामीले हाम्रो व्यवसायको केही इक्विटी (स्वामित्व) बेचेका छौं,3,0.026785714285714284,preparedness,676
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_fin_effct_eqty_ownrshp,1,We sold our entire business,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्यौँ,1,0.008928571428571428,preparedness,677
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_fin_effct_eqty_ownrshp,5,Other,अन्य,2,0.017857142857142856,preparedness,678
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_fin_effct_eqty_ownrshp,6,None of the above,माथिको कुनै होईन,19,0.16964285714285715,preparedness,679
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_fin_effct_eqty_ownrshp,4,We tried to sell some of our equity but could not find buyers,हामीले हाम्रो ईक्विटी केहि बेच्ने कोशिश गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,12,0.10714285714285714,preparedness,680
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_fin_effct_eqty_ownrshp,2,We tried to sell our entire business but could not find buyers,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्न कोसिस गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,4,0.03571428571428571,preparedness,681
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_fin_effct_eqty_ownrshp,3,We sold some equity (ownership) of our business,हामीले हाम्रो व्यवसायको केही इक्विटी (स्वामित्व) बेचेका छौं,1,0.008928571428571428,preparedness,682
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_fin_effct_eqty_ownrshp,1,We sold our entire business,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्यौँ,0,0.0,preparedness,683
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_fin_effct_eqty_ownrshp,5,Other,अन्य,1,0.008928571428571428,preparedness,684
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_fin_effct_eqty_ownrshp,6,None of the above,माथिको कुनै होईन,10,0.08928571428571429,preparedness,685
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,i_fin_effct_eqty_ownrshp,4,We tried to sell some of our equity but could not find buyers,हामीले हाम्रो ईक्विटी केहि बेच्ने कोशिश गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,6,0.05357142857142857,preparedness,686
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,i_fin_effct_eqty_ownrshp,2,We tried to sell our entire business but could not find buyers,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्न कोसिस गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,6,0.05357142857142857,preparedness,687
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,i_fin_effct_eqty_ownrshp,3,We sold some equity (ownership) of our business,हामीले हाम्रो व्यवसायको केही इक्विटी (स्वामित्व) बेचेका छौं,4,0.03571428571428571,preparedness,688
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,i_fin_effct_eqty_ownrshp,1,We sold our entire business,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्यौँ,0,0.0,preparedness,689
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,i_fin_effct_eqty_ownrshp,5,Other,अन्य,2,0.017857142857142856,preparedness,690
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,i_fin_effct_eqty_ownrshp,6,None of the above,माथिको कुनै होईन,14,0.125,preparedness,691
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,i_fin_effct_eqty_ownrshp,4,We tried to sell some of our equity but could not find buyers,हामीले हाम्रो ईक्विटी केहि बेच्ने कोशिश गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,8,0.07142857142857142,preparedness,692
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,i_fin_effct_eqty_ownrshp,2,We tried to sell our entire business but could not find buyers,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्न कोसिस गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,6,0.05357142857142857,preparedness,693
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,i_fin_effct_eqty_ownrshp,3,We sold some equity (ownership) of our business,हामीले हाम्रो व्यवसायको केही इक्विटी (स्वामित्व) बेचेका छौं,1,0.008928571428571428,preparedness,694
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,i_fin_effct_eqty_ownrshp,1,We sold our entire business,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्यौँ,0,0.0,preparedness,695
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,i_fin_effct_eqty_ownrshp,5,Other,अन्य,2,0.017857142857142856,preparedness,696
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,i_fin_effct_eqty_ownrshp,6,None of the above,माथिको कुनै होईन,6,0.05357142857142857,preparedness,697
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_fin_effct_eqty_ownrshp,4,We tried to sell some of our equity but could not find buyers,हामीले हाम्रो ईक्विटी केहि बेच्ने कोशिश गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,0,0.0,preparedness,698
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_fin_effct_eqty_ownrshp,2,We tried to sell our entire business but could not find buyers,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्न कोसिस गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,0,0.0,preparedness,699
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_fin_effct_eqty_ownrshp,3,We sold some equity (ownership) of our business,हामीले हाम्रो व्यवसायको केही इक्विटी (स्वामित्व) बेचेका छौं,1,0.008928571428571428,preparedness,700
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_fin_effct_eqty_ownrshp,1,We sold our entire business,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्यौँ,0,0.0,preparedness,701
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_fin_effct_eqty_ownrshp,5,Other,अन्य,0,0.0,preparedness,702
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_fin_effct_eqty_ownrshp,6,None of the above,माथिको कुनै होईन,0,0.0,preparedness,703
m_biz_type,4,Hospitality,पसल / सामान,i_fin_effct_eqty_ownrshp,4,We tried to sell some of our equity but could not find buyers,हामीले हाम्रो ईक्विटी केहि बेच्ने कोशिश गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,7,0.0625,preparedness,704
m_biz_type,4,Hospitality,पसल / सामान,i_fin_effct_eqty_ownrshp,2,We tried to sell our entire business but could not find buyers,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्न कोसिस गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,9,0.08035714285714286,preparedness,705
m_biz_type,4,Hospitality,पसल / सामान,i_fin_effct_eqty_ownrshp,3,We sold some equity (ownership) of our business,हामीले हाम्रो व्यवसायको केही इक्विटी (स्वामित्व) बेचेका छौं,1,0.008928571428571428,preparedness,706
m_biz_type,4,Hospitality,पसल / सामान,i_fin_effct_eqty_ownrshp,1,We sold our entire business,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्यौँ,0,0.0,preparedness,707
m_biz_type,4,Hospitality,पसल / सामान,i_fin_effct_eqty_ownrshp,5,Other,अन्य,1,0.008928571428571428,preparedness,708
m_biz_type,4,Hospitality,पसल / सामान,i_fin_effct_eqty_ownrshp,6,None of the above,माथिको कुनै होईन,24,0.21428571428571427,preparedness,709
m_biz_type,3,Tours and transport,हस्तशिल्प,i_fin_effct_eqty_ownrshp,4,We tried to sell some of our equity but could not find buyers,हामीले हाम्रो ईक्विटी केहि बेच्ने कोशिश गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,5,0.044642857142857144,preparedness,710
m_biz_type,3,Tours and transport,हस्तशिल्प,i_fin_effct_eqty_ownrshp,2,We tried to sell our entire business but could not find buyers,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्न कोसिस गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,5,0.044642857142857144,preparedness,711
m_biz_type,3,Tours and transport,हस्तशिल्प,i_fin_effct_eqty_ownrshp,3,We sold some equity (ownership) of our business,हामीले हाम्रो व्यवसायको केही इक्विटी (स्वामित्व) बेचेका छौं,6,0.05357142857142857,preparedness,712
m_biz_type,3,Tours and transport,हस्तशिल्प,i_fin_effct_eqty_ownrshp,1,We sold our entire business,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्यौँ,1,0.008928571428571428,preparedness,713
m_biz_type,3,Tours and transport,हस्तशिल्प,i_fin_effct_eqty_ownrshp,5,Other,अन्य,1,0.008928571428571428,preparedness,714
m_biz_type,3,Tours and transport,हस्तशिल्प,i_fin_effct_eqty_ownrshp,6,None of the above,माथिको कुनै होईन,7,0.0625,preparedness,715
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,i_fin_effct_eqty_ownrshp,4,We tried to sell some of our equity but could not find buyers,हामीले हाम्रो ईक्विटी केहि बेच्ने कोशिश गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,4,0.03571428571428571,preparedness,716
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,i_fin_effct_eqty_ownrshp,2,We tried to sell our entire business but could not find buyers,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्न कोसिस गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,1,0.008928571428571428,preparedness,717
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,i_fin_effct_eqty_ownrshp,3,We sold some equity (ownership) of our business,हामीले हाम्रो व्यवसायको केही इक्विटी (स्वामित्व) बेचेका छौं,2,0.017857142857142856,preparedness,718
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,i_fin_effct_eqty_ownrshp,1,We sold our entire business,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्यौँ,0,0.0,preparedness,719
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,i_fin_effct_eqty_ownrshp,5,Other,अन्य,2,0.017857142857142856,preparedness,720
m_biz_type,2,Experience selling,यात्रा र यात्रा अपरेटर,i_fin_effct_eqty_ownrshp,6,None of the above,माथिको कुनै होईन,11,0.09821428571428571,preparedness,721
m_biz_type,1,Entertainment,होटल,i_fin_effct_eqty_ownrshp,4,We tried to sell some of our equity but could not find buyers,हामीले हाम्रो ईक्विटी केहि बेच्ने कोशिश गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,11,0.09821428571428571,preparedness,722
m_biz_type,1,Entertainment,होटल,i_fin_effct_eqty_ownrshp,2,We tried to sell our entire business but could not find buyers,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्न कोसिस गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,6,0.05357142857142857,preparedness,723
m_biz_type,1,Entertainment,होटल,i_fin_effct_eqty_ownrshp,3,We sold some equity (ownership) of our business,हामीले हाम्रो व्यवसायको केही इक्विटी (स्वामित्व) बेचेका छौं,0,0.0,preparedness,724
m_biz_type,1,Entertainment,होटल,i_fin_effct_eqty_ownrshp,1,We sold our entire business,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्यौँ,0,0.0,preparedness,725
m_biz_type,1,Entertainment,होटल,i_fin_effct_eqty_ownrshp,5,Other,अन्य,1,0.008928571428571428,preparedness,726
m_biz_type,1,Entertainment,होटल,i_fin_effct_eqty_ownrshp,6,None of the above,माथिको कुनै होईन,5,0.044642857142857144,preparedness,727
m_biz_type,9,Other,अन्य,i_fin_effct_eqty_ownrshp,4,We tried to sell some of our equity but could not find buyers,हामीले हाम्रो ईक्विटी केहि बेच्ने कोशिश गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,3,0.026785714285714284,preparedness,728
m_biz_type,9,Other,अन्य,i_fin_effct_eqty_ownrshp,2,We tried to sell our entire business but could not find buyers,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्न कोसिस गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,3,0.026785714285714284,preparedness,729
m_biz_type,9,Other,अन्य,i_fin_effct_eqty_ownrshp,3,We sold some equity (ownership) of our business,हामीले हाम्रो व्यवसायको केही इक्विटी (स्वामित्व) बेचेका छौं,1,0.008928571428571428,preparedness,730
m_biz_type,9,Other,अन्य,i_fin_effct_eqty_ownrshp,1,We sold our entire business,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्यौँ,0,0.0,preparedness,731
m_biz_type,9,Other,अन्य,i_fin_effct_eqty_ownrshp,5,Other,अन्य,2,0.017857142857142856,preparedness,732
m_biz_type,9,Other,अन्य,i_fin_effct_eqty_ownrshp,6,None of the above,माथिको कुनै होईन,2,0.017857142857142856,preparedness,733
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,i_fin_effct_eqty_ownrshp,4,We tried to sell some of our equity but could not find buyers,हामीले हाम्रो ईक्विटी केहि बेच्ने कोशिश गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,0,0.0,preparedness,734
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,i_fin_effct_eqty_ownrshp,2,We tried to sell our entire business but could not find buyers,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्न कोसिस गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,0,0.0,preparedness,735
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,i_fin_effct_eqty_ownrshp,3,We sold some equity (ownership) of our business,हामीले हाम्रो व्यवसायको केही इक्विटी (स्वामित्व) बेचेका छौं,0,0.0,preparedness,736
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,i_fin_effct_eqty_ownrshp,1,We sold our entire business,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्यौँ,0,0.0,preparedness,737
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,i_fin_effct_eqty_ownrshp,5,Other,अन्य,0,0.0,preparedness,738
b_n_emplyes_pre_covid,5,More than 100 people,१०० भन्दा बढी ,i_fin_effct_eqty_ownrshp,6,None of the above,माथिको कुनै होईन,2,0.017857142857142856,preparedness,739
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_fin_effct_eqty_ownrshp,4,We tried to sell some of our equity but could not find buyers,हामीले हाम्रो ईक्विटी केहि बेच्ने कोशिश गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,0,0.0,preparedness,740
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_fin_effct_eqty_ownrshp,2,We tried to sell our entire business but could not find buyers,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्न कोसिस गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,0,0.0,preparedness,741
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_fin_effct_eqty_ownrshp,3,We sold some equity (ownership) of our business,हामीले हाम्रो व्यवसायको केही इक्विटी (स्वामित्व) बेचेका छौं,0,0.0,preparedness,742
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_fin_effct_eqty_ownrshp,1,We sold our entire business,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्यौँ,0,0.0,preparedness,743
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_fin_effct_eqty_ownrshp,5,Other,अन्य,0,0.0,preparedness,744
b_n_emplyes_pre_covid,4,51 to 100 people,५१-१०० जना,i_fin_effct_eqty_ownrshp,6,None of the above,माथिको कुनै होईन,3,0.026785714285714284,preparedness,745
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_fin_effct_eqty_ownrshp,4,We tried to sell some of our equity but could not find buyers,हामीले हाम्रो ईक्विटी केहि बेच्ने कोशिश गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,1,0.008928571428571428,preparedness,746
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_fin_effct_eqty_ownrshp,2,We tried to sell our entire business but could not find buyers,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्न कोसिस गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,2,0.017857142857142856,preparedness,747
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_fin_effct_eqty_ownrshp,3,We sold some equity (ownership) of our business,हामीले हाम्रो व्यवसायको केही इक्विटी (स्वामित्व) बेचेका छौं,0,0.0,preparedness,748
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_fin_effct_eqty_ownrshp,1,We sold our entire business,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्यौँ,0,0.0,preparedness,749
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_fin_effct_eqty_ownrshp,5,Other,अन्य,0,0.0,preparedness,750
b_n_emplyes_pre_covid,3,31 to 50 people,३१-५० जना,i_fin_effct_eqty_ownrshp,6,None of the above,माथिको कुनै होईन,8,0.07142857142857142,preparedness,751
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_fin_effct_eqty_ownrshp,4,We tried to sell some of our equity but could not find buyers,हामीले हाम्रो ईक्विटी केहि बेच्ने कोशिश गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,9,0.08035714285714286,preparedness,752
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_fin_effct_eqty_ownrshp,2,We tried to sell our entire business but could not find buyers,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्न कोसिस गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,10,0.08928571428571429,preparedness,753
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_fin_effct_eqty_ownrshp,3,We sold some equity (ownership) of our business,हामीले हाम्रो व्यवसायको केही इक्विटी (स्वामित्व) बेचेका छौं,4,0.03571428571428571,preparedness,754
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_fin_effct_eqty_ownrshp,1,We sold our entire business,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्यौँ,1,0.008928571428571428,preparedness,755
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_fin_effct_eqty_ownrshp,5,Other,अन्य,3,0.026785714285714284,preparedness,756
b_n_emplyes_pre_covid,2,11 to 30 people,११-३० जना ,i_fin_effct_eqty_ownrshp,6,None of the above,माथिको कुनै होईन,16,0.14285714285714285,preparedness,757
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_fin_effct_eqty_ownrshp,4,We tried to sell some of our equity but could not find buyers,हामीले हाम्रो ईक्विटी केहि बेच्ने कोशिश गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,20,0.17857142857142858,preparedness,758
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_fin_effct_eqty_ownrshp,2,We tried to sell our entire business but could not find buyers,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्न कोसिस गर्यौं तर खरीददारहरू फेला पार्न सकेनौं,12,0.10714285714285714,preparedness,759
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_fin_effct_eqty_ownrshp,3,We sold some equity (ownership) of our business,हामीले हाम्रो व्यवसायको केही इक्विटी (स्वामित्व) बेचेका छौं,6,0.05357142857142857,preparedness,760
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_fin_effct_eqty_ownrshp,1,We sold our entire business,हामीले हाम्रो सम्पूर्ण व्यवसाय बेच्यौँ,0,0.0,preparedness,761
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_fin_effct_eqty_ownrshp,5,Other,अन्य,4,0.03571428571428571,preparedness,762
b_n_emplyes_pre_covid,1,Upto 10 people,१० जना सम्म,i_fin_effct_eqty_ownrshp,6,None of the above,माथिको कुनै होईन,20,0.17857142857142858,preparedness,763
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_geog_effect_loc_chng,3,We tried to move our business/office but we couldn't,हामीले हाम्रो व्यवसाय / कार्यालय सार्न कोसिस गर्‍यौं तर हामी सकेनौं,5,0.044642857142857144,preparedness,764
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_geog_effect_loc_chng,2,We closed down some of our offices/branches,हामीले हाम्रा केही कार्यालयहरू / शाखाहरू बन्द गर्‍यौं,7,0.0625,preparedness,765
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_geog_effect_loc_chng,1,We moved our business/office to a different location,हामीले हाम्रो व्यवसाय / कार्यालयलाई फरक स्थानमा सार्‍यौं,2,0.017857142857142856,preparedness,766
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_geog_effect_loc_chng,4,Other,अन्य,0,0.0,preparedness,767
m_biz_years_in_operation,5,11 years or above,११ बर्ष वा माथि,i_geog_effect_loc_chng,5,None of the above,माथिको कुनै होईन,19,0.16964285714285715,preparedness,768
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_geog_effect_loc_chng,3,We tried to move our business/office but we couldn't,हामीले हाम्रो व्यवसाय / कार्यालय सार्न कोसिस गर्‍यौं तर हामी सकेनौं,12,0.10714285714285714,preparedness,769
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_geog_effect_loc_chng,2,We closed down some of our offices/branches,हामीले हाम्रा केही कार्यालयहरू / शाखाहरू बन्द गर्‍यौं,7,0.0625,preparedness,770
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_geog_effect_loc_chng,1,We moved our business/office to a different location,हामीले हाम्रो व्यवसाय / कार्यालयलाई फरक स्थानमा सार्‍यौं,4,0.03571428571428571,preparedness,771
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_geog_effect_loc_chng,4,Other,अन्य,2,0.017857142857142856,preparedness,772
m_biz_years_in_operation,4,6 to 10 years,६-१० बर्ष,i_geog_effect_loc_chng,5,None of the above,माथिको कुनै होईन,5,0.044642857142857144,preparedness,773
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,i_geog_effect_loc_chng,3,We tried to move our business/office but we couldn't,हामीले हाम्रो व्यवसाय / कार्यालय सार्न कोसिस गर्‍यौं तर हामी सकेनौं,9,0.08035714285714286,preparedness,774
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,i_geog_effect_loc_chng,2,We closed down some of our offices/branches,हामीले हाम्रा केही कार्यालयहरू / शाखाहरू बन्द गर्‍यौं,8,0.07142857142857142,preparedness,775
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,i_geog_effect_loc_chng,1,We moved our business/office to a different location,हामीले हाम्रो व्यवसाय / कार्यालयलाई फरक स्थानमा सार्‍यौं,5,0.044642857142857144,preparedness,776
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,i_geog_effect_loc_chng,4,Other,अन्य,0,0.0,preparedness,777
m_biz_years_in_operation,3,3 to 5 years,३-५ बर्ष,i_geog_effect_loc_chng,5,None of the above,माथिको कुनै होईन,11,0.09821428571428571,preparedness,778
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,i_geog_effect_loc_chng,3,We tried to move our business/office but we couldn't,हामीले हाम्रो व्यवसाय / कार्यालय सार्न कोसिस गर्‍यौं तर हामी सकेनौं,3,0.026785714285714284,preparedness,779
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,i_geog_effect_loc_chng,2,We closed down some of our offices/branches,हामीले हाम्रा केही कार्यालयहरू / शाखाहरू बन्द गर्‍यौं,7,0.0625,preparedness,780
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,i_geog_effect_loc_chng,1,We moved our business/office to a different location,हामीले हाम्रो व्यवसाय / कार्यालयलाई फरक स्थानमा सार्‍यौं,4,0.03571428571428571,preparedness,781
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,i_geog_effect_loc_chng,4,Other,अन्य,0,0.0,preparedness,782
m_biz_years_in_operation,2,1 to 2 years,१-२ बर्ष,i_geog_effect_loc_chng,5,None of the above,माथिको कुनै होईन,9,0.08035714285714286,preparedness,783
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_geog_effect_loc_chng,3,We tried to move our business/office but we couldn't,हामीले हाम्रो व्यवसाय / कार्यालय सार्न कोसिस गर्‍यौं तर हामी सकेनौं,0,0.0,preparedness,784
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_geog_effect_loc_chng,2,We closed down some of our offices/branches,हामीले हाम्रा केही कार्यालयहरू / शाखाहरू बन्द गर्‍यौं,0,0.0,preparedness,785
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_geog_effect_loc_chng,1,We moved our business/office to a different location,हामीले हाम्रो व्यवसाय / कार्यालयलाई फरक स्थानमा सार्‍यौं,0,0.0,preparedness,786
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_geog_effect_loc_chng,4,Other,अन्य,0,0.0,preparedness,787
m_biz_years_in_operation,1,Less than a year,एक बर्ष भन्दा कम,i_geog_effect_loc_chng,5,None of the above,माथिको कुनै होईन,1,0.008928571428571428,preparedness,788
m_biz_type,4,Hospitality,पसल / सामान,i_geog_effect_loc_chng,3,We tried to move our business/office but we couldn't,हामीले हाम्रो व्यवसाय / कार्यालय सार्न कोसिस गर्‍यौं तर हामी सकेनौं,4,0.03571428571428571,preparedness,789
m_biz_type,4,Hospitality,पसल / सामान,i_geog_effect_loc_chng,2,We closed down some of our offices/branches,हामीले हाम्रा केही कार्यालयहरू / शाखाहरू बन्द गर्‍यौं,7,0.0625,preparedness,790
